Figure 4 c,time_CH1,G_CH1,time_CH2,G_CH2,time_CH1 to CH2,G_CH1 to CH2,time_CH2 to CH1,G_CH2 to CH1,,,Figure 4 f,time_CH1,G_CH1,time_CH2,G_CH2,time_CH1 to CH2,G_CH1 to CH2,time_CH2 to CH1,G_CH2 to CH1
Figure 4 c,2.460012438268846,0.002191071,2.460012438268846,0.017732465804871395,4.461377229197868,-0.909020993,4.461377229197868,0.04529478,,,Figure 4 f,2.460012438268846,0.002191071,2.460012438268846,0.017732465804871395,4.461377229197868,-0.909020993,4.461377229197868,0.04529478
Figure 4 c,2.570722450280494,-0.000223096,2.570722450280494,0.017182502500422404,4.674846372529733,-0.906315584,4.674846372529733,0.018762962,,,Figure 4 f,2.570722450280494,-0.000223096,2.570722450280494,0.017182502500422404,4.674846372529733,-0.906315584,4.674846372529733,0.018762962
Figure 4 c,2.686414838222016,-0.002533102,2.686414838222016,0.016457078295934124,4.898529643206994,-0.902774462,4.898529643206994,-0.007129682,,,Figure 4 f,2.686414838222016,-0.002533102,2.686414838222016,0.016457078295934124,4.898529643206994,-0.902774462,4.898529643206994,-0.007129682
Figure 4 c,2.807313828,-0.004733856,2.807313828,0.015577411175455474,5.132915769463605,-0.898405731,5.132915769463605,-0.0325579,,,Figure 4 f,2.807313828,-0.004733856,2.807313828,0.015577411175455474,5.132915769463605,-0.898405731,5.132915769463605,-0.0325579
Figure 4 c,2.933653737172988,-0.006824305,2.933653737172988,0.014563430097127393,5.378516864,-0.893228072,5.378516864,-0.057688555,,,Figure 4 f,2.933653737172988,-0.006824305,2.933653737172988,0.014563430097127393,5.378516864,-0.893228072,5.378516864,-0.057688555
Figure 4 c,3.0656794275426655,-0.00879711,3.0656794275426655,0.013438085,5.635869544553806,-0.887261859,5.635869544553806,-0.082649162,,,Figure 4 f,3.0656794275426655,-0.00879711,3.0656794275426655,0.013438085,5.635869544553806,-0.887261859,5.635869544553806,-0.082649162
Figure 4 c,3.203646781271151,-0.010653348,3.203646781271151,0.012219302082520095,5.9055361030623335,-0.880531246,5.9055361030623335,-0.107674927,,,Figure 4 f,3.203646781271151,-0.010653348,3.203646781271151,0.012219302082520095,5.9055361030623335,-0.880531246,5.9055361030623335,-0.107674927
Figure 4 c,3.347823196039687,-0.012396114,3.347823196039687,0.010925069173529272,6.1881057375208774,-0.873067014,6.1881057375208774,-0.132903261,,,Figure 4 f,3.347823196039687,-0.012396114,3.347823196039687,0.010925069173529272,6.1881057375208774,-0.873067014,6.1881057375208774,-0.132903261
Figure 4 c,3.498488103452616,-0.014023631,3.498488103452616,0.00957723,6.484195837678837,-0.864918254,6.484195837678837,-0.158487855,,,Figure 4 f,3.498488103452616,-0.014023631,3.498488103452616,0.00957723,6.484195837678837,-0.864918254,6.484195837678837,-0.158487855
Figure 4 c,3.655933510610162,-0.01554096,3.655933510610162,0.008190879,6.794453334,-0.856116277,6.794453334,-0.184573255,,,Figure 4 f,3.655933510610162,-0.01554096,3.655933510610162,0.008190879,6.794453334,-0.856116277,6.794453334,-0.184573255
Figure 4 c,3.820464566054039,-0.016951521,3.820464566054039,0.006781969,7.119556112707379,-0.846706569,7.119556112707379,-0.211291028,,,Figure 4 f,3.820464566054039,-0.016951521,3.820464566054039,0.006781969,7.119556112707379,-0.846706569,7.119556112707379,-0.211291028
