Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V
Figure S2a,161,144,,Figure S2b,0.171908249,0.215044073,0.154921277,0.140906596,0.037398797,,FigureS2c,0.171908249,0.215044073,0.154921277,-0.572616117,-1.016564759,,FigureS2d,161,144,,Figure S2e,0.084941144,0.5115073453918781,0.47530975889857385,0.3227008974013427,0.37288894482708723,,Figure S2f,0.084941144,0.5115073453918781,0.47530975889857385,-1.157422225,-0.913335899
Figure S2a,188,169,,Figure S2b,0.179672405,0.202749249,0.143698374,0.131802029,0.023272891,,FigureS2c,0.179672405,0.202749249,0.143698374,-0.633495386,-1.034609633,,FigureS2d,188,169,,Figure S2e,0.088382225,0.4975162619462453,0.46702664424001394,0.30871408250693116,0.35749465853685064,,Figure S2f,0.088382225,0.4975162619462453,0.46702664424001394,-1.169832802,-0.978104444
Figure S2a,167,176,,Figure S2b,0.187787225,0.190277774,0.132360491,0.122936652,0.009570709,,FigureS2c,0.187787225,0.190277774,0.132360491,-0.697485453,-1.050709677,,FigureS2d,167,176,,Figure S2e,0.091962708,0.48352764828468214,0.45877432684390657,0.29482290828548424,0.34226465486611524,,Figure S2f,0.091962708,0.48352764828468214,0.45877432684390657,-1.181160972,-1.041421724
Figure S2a,167,157,,Figure S2b,0.196268547,0.177611158,0.120902524,0.114306217,-0.003690917,,FigureS2c,0.196268547,0.177611158,0.120902524,-0.764067761,-1.064905332,,FigureS2d,167,157,,Figure S2e,0.095688242,0.46954703316965735,0.45051056227206343,0.2810491665945384,0.3272390145412644,,Figure S2f,0.095688242,0.46954703316965735,0.45051056227206343,-1.191415812,-1.102359518
Figure S2a,160,167,,Figure S2b,0.205132923,0.164733384,0.109338593,0.105934846,-0.016451358,,FigureS2c,0.205132923,0.164733384,0.109338593,-0.832637994,-1.077275902,,FigureS2d,160,167,,Figure S2e,0.099564702,0.4555490313381999,0.4421648592034807,0.26741126372571017,0.31245500705038454,,Figure S2f,0.099564702,0.4555490313381999,0.4421648592034807,-1.200554705,-1.160624637
Figure S2a,158,155,,Figure S2b,0.214397656,0.151651924,0.097704732,0.097817272,-0.028685963,,FigureS2c,0.214397656,0.151651924,0.097704732,-0.902597324,-1.087852726,,FigureS2d,158,155,,Figure S2e,0.10359820329350176,0.4415283585508798,0.43369328112165045,0.25389917967726017,0.2979256722482059,,Figure S2f,0.10359820329350176,0.4415283585508798,0.43369328112165045,-1.208622179,-1.215755543
Figure S2a,162,135,,Figure S2b,0.224080825,0.138359657,0.086044116,0.089939112,-0.040383111,,FigureS2c,0.224080825,0.138359657,0.086044116,-0.973374591,-1.096691517,,FigureS2d,162,135,,Figure S2e,0.10779510677928307,0.42748319471056234,0.42506562882098126,0.24054201931820288,0.2836958225302036,,Figure S2f,0.10779510677928307,0.42748319471056234,0.42506562882098126,-1.215656897,-1.267383493
Figure S2a,174,168,,Figure S2b,0.234201331,0.124855618,0.074395842,0.08232354,-0.051494364,,FigureS2c,0.234201331,0.124855618,0.074395842,-1.044180378,-1.103967547,,FigureS2d,174,168,,Figure S2e,0.11216203250781563,0.4134089525932409,0.41624698804984683,0.22734201938698478,0.269777414,,Figure S2f,0.11216203250781563,0.4134089525932409,0.41624698804984683,-1.221767114,-1.315147011
Figure S2a,186,123,,Figure S2b,0.244778924,0.111174005,0.062833916,0.074975084,-0.061985188,,FigureS2c,0.244778924,0.111174005,0.062833916,-1.1143251,-1.109723324,,FigureS2d,186,123,,Figure S2e,0.11670586831036081,0.3993018429349711,0.4072126861116893,0.2143190041176127,0.256200936,,Figure S2f,0.11670586831036081,0.3993018429349711,0.4072126861116893,-1.227034612,-1.358726025
Figure S2a,161,188,,Figure S2b,0.255834249,0.097338733,0.051426197,0.067901473,-0.071818591,,FigureS2c,0.255834249,0.097338733,0.051426197,-1.183193374,-1.11405941,,FigureS2d,161,188,,Figure S2e,0.12143378105355034,0.385152587,0.39793912854214264,0.2014769902354994,0.24297245878579038,,Figure S2f,0.12143378105355034,0.385152587,0.39793912854214264,-1.231536151,-1.398000502
Figure S2a,202,180,,Figure S2b,0.267388883,0.083361495,0.040232548,0.061110082,-0.080964201,,FigureS2c,0.267388883,0.083361495,0.040232548,-1.250186946,-1.117127591,,FigureS2d,202,180,,Figure S2e,0.12635322794348705,0.370960925,0.3884150817172096,0.18883425571065982,0.230113376,,Figure S2f,0.12635322794348705,0.370960925,0.3884150817172096,-1.235368918,-1.432915407
Figure S2a,175,146,,Figure S2b,0.279465376,0.069289013,0.029338405,0.054621303,-0.089380904,,FigureS2c,0.279465376,0.069289013,0.029338405,-1.314605985,-1.119056292,,FigureS2d,175,146,,Figure S2e,0.13147196828778993,0.3567193672756046,0.37863814262437484,0.17641399300596872,0.21764110743432755,,Figure S2f,0.13147196828778993,0.3567193672756046,0.37863814262437484,-1.238676101,-1.463321522
Figure S2a,161,134,,Figure S2b,0.292087299,0.055169082,0.018814777,0.048406393,-0.09708518,,FigureS2c,0.292087299,0.055169082,0.018814777,-1.375901752,-1.119971791,,FigureS2d,161,134,,Figure S2e,0.13679807573413563,0.34240756210276924,0.36858809912611135,0.1642370526825689,0.20556992257860046,,Figure S2f,0.13679807573413563,0.34240756210276924,0.36858809912611135,-1.241598909,-1.48941934
Figure S2a,189,149,,Figure S2b,0.305279285,0.041044191,0.008720587,0.042494121,-0.104026746,,FigureS2c,0.305279285,0.041044191,0.008720587,-1.433445559,-1.119913677,,FigureS2d,189,149,,Figure S2e,0.1423399510045997,0.32803160783404134,0.35828231887876705,0.15231654865925495,0.1938941818405285,,Figure S2f,0.1423399510045997,0.32803160783404134,0.35828231887876705,-1.244281642,-1.511355294
Figure S2a,198,162,,Figure S2b,0.31906708,0.026980314,-0.000881524,0.036908793,-0.110174472,,FigureS2c,0.31906708,0.026980314,-0.000881524,-1.486672125,-1.119023488,,FigureS2d,198,162,,Figure S2e,0.1481063351458835,0.3136057685651031,0.3477494631275509,0.14067225650066378,0.18261782847760288,,Figure S2f,0.1481063351458835,0.3136057685651031,0.3477494631275509,-1.246858771,-1.529211122
Figure S2a,143,183,,Figure S2b,0.333477595,0.013037218,-0.009932074,0.031629885,-0.115536133,,FigureS2c,0.333477595,0.013037218,-0.009932074,-1.535196671,-1.117392521,,FigureS2d,143,183,,Figure S2e,0.15410632331632546,0.2991189884891576,0.3369930792188607,0.12933503824599515,0.17176077937327813,,Figure S2f,0.15410632331632546,0.2991189884891576,0.3369930792188607,-1.249417759,-1.543390101
Figure S2a,167,205,,Figure S2b,0.348538954,-0.000700764,-0.018396277,0.026658771,-0.120106825,,FigureS2c,0.348538954,-0.000700764,-0.018396277,-1.57850713,-1.115085514,,FigureS2d,167,205,,Figure S2e,0.16034937913144284,0.28460385637924085,0.3260525933209655,0.11830524501549394,0.16128815724588147,,Figure S2f,0.16034937913144284,0.28460385637924085,0.3260525933209655,-1.252142127,-1.554366483
Figure S2a,140,188,,Figure S2b,0.364280553,-0.014168198,-0.026233802,0.022013276,-0.123867002,,FigureS2c,0.364280553,-0.014168198,-0.026233802,-1.616172781,-1.112158991,,FigureS2d,140,188,,Figure S2e,0.1668453495906316,0.27008036630070836,0.3149711812902527,0.10759054791908239,0.15118356839132946,,Figure S2f,0.1668453495906316,0.27008036630070836,0.3149711812902527,-1.255101782,-1.562510745
Figure S2a,145,216,,Figure S2b,0.380733113,-0.02729199,-0.033433022,0.017685896,-0.126822852,,FigureS2c,0.380733113,-0.02729199,-0.033433022,-1.647957289,-1.108667339,,FigureS2d,145,216,,Figure S2e,0.17360448060856543,0.25556872120381263,0.30377896977983204,0.097221598,0.14145165562914463,,Figure S2f,0.17360448060856543,0.25556872120381263,0.30377896977983204,-1.258468624,-1.568310899
Figure S2a,139,240,,Figure S2b,0.397928745,-0.039986181,-0.039979122,0.013684167,-0.128981163,,FigureS2c,0.397928745,-0.039986181,-0.039979122,-1.673547636,-1.104648445,,FigureS2d,139,240,,Figure S2e,0.18063743317579437,0.24109598937055962,0.292508977,0.087198519,0.13205431037339455,,Figure S2f,0.18063743317579437,0.24109598937055962,0.292508977,-1.262266891,-1.572260908
Figure S2a,127,163,,Figure S2b,0.415901011,-0.052172203,-0.045884523,0.01000972,-0.130349726,,FigureS2c,0.415901011,-0.052172203,-0.045884523,-1.692710492,-1.100122449,,FigureS2d,127,163,,Figure S2e,0.18795530017403053,0.22671830189286155,0.28122248203783423,0.077544879,0.1229883478626491,,Figure S2f,0.18795530017403053,0.22671830189286155,0.28122248203783423,-1.266638406,-1.574941054
Figure S2a,140,161,,Figure S2b,0.434684985,-0.06376096,-0.0511488,0.006666136,-0.130936186,,FigureS2c,0.434684985,-0.06376096,-0.0511488,-1.705429354,-1.095083451,,FigureS2d,140,161,,Figure S2e,0.19556962387264373,0.21247060725020694,0.26994955996953307,0.068276883,0.11423772147869861,,Figure S2f,0.19556962387264373,0.21247060725020694,0.26994955996953307,-1.271635624,-1.576904668
Figure S2a,207,193,,Figure S2b,0.454317328,-0.074654226,-0.055777439,0.003639661,-0.130767733,,FigureS2c,0.454317328,-0.074654226,-0.055777439,-1.711691916,-1.08955641,,FigureS2d,207,193,,Figure S2e,0.20349241413396404,0.19840269651665435,0.25873349174276894,0.059397012759112904,0.10577074502892025,,Figure S2f,0.20349241413396404,0.19840269651665435,0.25873349174276894,-1.277307794,-1.57872318
Figure S2a,158,192,,Figure S2b,0.474836357,-0.084771447,-0.05979809,0.000920051,-0.129869401,,FigureS2c,0.474836357,-0.084771447,-0.05979809,-1.711566579,-1.083532227,,FigureS2d,158,192,,Figure S2e,0.21173616735610562,0.184577841,0.24762296442514012,0.05090848,0.097558187,,Figure S2f,0.21173616735610562,0.184577841,0.24762296442514012,-1.283697062,-1.581038013
Figure S2a,185,216,,Figure S2b,0.496282118,-0.094031891,-0.063237998,-0.001503058,-0.128273155,,FigureS2c,0.496282118,-0.094031891,-0.063237998,-1.705145255,-1.077020026,,FigureS2d,185,216,,Figure S2e,0.22031388618319028,0.17103421540665187,0.23662463800788613,0.042831745,0.089596391,,Figure S2f,0.22031388618319028,0.17103421540665187,0.23662463800788613,-1.290794265,-1.584188511
Figure S2a,198,187,,Figure S2b,0.518696467,-0.102371766,-0.066133187,-0.003652535,-0.126020208,,FigureS2c,0.518696467,-0.102371766,-0.066133187,-1.692753573,-1.070025871,,FigureS2d,198,187,,Figure S2e,0.22923910001405845,0.15784640408504602,0.22577997795145477,0.035160054,0.081846898,,Figure S2f,0.22923910001405845,0.15784640408504602,0.22577997795145477,-1.298591522,-1.588707548
Figure S2a,163,170,,Figure S2b,0.54212315,-0.109719754,-0.068515997,-0.005529054,-0.123134474,,FigureS2c,0.54212315,-0.109719754,-0.068515997,-1.674472743,-1.062537411,,FigureS2d,163,170,,Figure S2e,0.2385258863418163,0.14506088107123793,0.21510255902629996,0.027908899998553872,0.074305781,,Figure S2f,0.2385258863418163,0.14506088107123793,0.21510255902629996,-1.307139105,-1.595122428
Figure S2a,159,152,,Figure S2b,0.566607887,-0.116018408,-0.070416103,-0.007142316,-0.119645029,,FigureS2c,0.566607887,-0.116018408,-0.070416103,-1.650744846,-1.054527964,,FigureS2d,159,152,,Figure S2e,0.24818889295787636,0.13274070474173214,0.2046081281906442,0.021067842794635448,0.066937005,,Figure S2f,0.24818889295787636,0.13274070474173214,0.2046081281906442,-1.316232871,-1.603831147
Figure S2a,195,163,,Figure S2b,0.592198467,-0.121230236,-0.071865737,-0.008520075,-0.115617921,,FigureS2c,0.592198467,-0.121230236,-0.071865737,-1.622039266,-1.045971488,,FigureS2d,195,163,,Figure S2e,0.2582433610555142,0.12092070653954379,0.1942894744067329,0.014649264075057636,0.059739277,,Figure S2f,0.2582433610555142,0.12092070653954379,0.1942894744067329,-1.325905009,-1.61524529
Figure S2a,204,175,,Figure S2b,0.618944833,-0.125322602,-0.072907029,-0.00967846,-0.111077493,,FigureS2c,0.618944833,-0.125322602,-0.072907029,-1.588869133,-1.036884256,,FigureS2d,204,175,,Figure S2e,0.2687051492693813,0.10963782486903921,0.18414244537168092,0.008653497,0.052704694622731786,,Figure S2f,0.2687051492693813,0.10963782486903921,0.18414244537168092,-1.336042068,-1.629501391
Figure S2a,217,155,,Figure S2b,0.646899186,-0.128272046,-0.073564362,-0.010643282,-0.10608655,,FigureS2c,0.646899186,-0.128272046,-0.073564362,-1.55167768,-1.027274413,,FigureS2d,217,155,,Figure S2e,0.27959075868889127,0.09892145,0.17415189072309387,0.00308252,0.04582708,,Figure S2f,0.27959075868889127,0.09892145,0.17415189072309387,-1.346560574,-1.646831803
Figure S2a,183,185,,Figure S2b,0.676116084,-0.130085851,-0.073870225,-0.011435014,-0.100688384,,FigureS2c,0.676116084,-0.130085851,-0.073870225,-1.511077272,-1.017181371,,FigureS2d,183,185,,Figure S2e,0.290917359,0.088796873,0.16429691775779406,-0.002061146,0.03910778,,Figure S2f,0.290917359,0.088796873,0.16429691775779406,-1.357343277,-1.66742158
Figure S2a,169,220,,Figure S2b,0.706652549,-0.130773681,-0.073848128,-0.01207778,-0.094936983,,FigureS2c,0.706652549,-0.130773681,-0.073848128,-1.467642459,-1.006600232,,FigureS2d,169,220,,Figure S2e,0.30270281499095547,0.079280828,0.1545514203753845,-0.006789065,0.032535426168984916,,Figure S2f,0.30270281499095547,0.079280828,0.1545514203753845,-1.368267047,-1.69122861
Figure S2a,155,186,,Figure S2b,0.73856818,-0.130360612,-0.073516609,-0.012595366,-0.088879698,,FigureS2c,0.73856818,-0.130360612,-0.073516609,-1.422046796,-0.995596457,,FigureS2d,155,186,,Figure S2e,0.31496571588115885,0.070365405,0.1448877020107073,-0.011092775,0.026128064470185987,,Figure S2f,0.31496571588115885,0.070365405,0.1448877020107073,-1.379186187,-1.718286675
Figure S2a,174,151,,Figure S2b,0.771925266,-0.128894496,-0.072898565,-0.013014638,-0.082572195,,FigureS2c,0.771925266,-0.128894496,-0.072898565,-1.374933313,-0.984185736,,FigureS2d,174,151,,Figure S2e,0.32772540349020207,0.062045516,0.13527063989887075,-0.014973962,0.01989574,,Figure S2f,0.32772540349020207,0.062045516,0.13527063989887075,-1.389922731,-1.748423576
Figure S2a,161,147,,Figure S2b,0.806788908,-0.126432469,-0.072008995,-0.013359762,-0.076067515,,FigureS2c,0.806788908,-0.126432469,-0.072008995,-1.326881919,-0.972384455,,FigureS2d,161,147,,Figure S2e,0.34100200332070657,0.054292669,0.12566417617841877,-0.018432661,0.013856133,,Figure S2f,0.34100200332070657,0.054292669,0.12566417617841877,-1.400360815,-1.781512781
Figure S2a,188,161,,Figure S2b,0.843227151,-0.123049772,-0.070867261,-0.013654104,-0.069417568,,FigureS2c,0.843227151,-0.123049772,-0.070867261,-1.278582364,-0.960266266,,FigureS2d,188,161,,Figure S2e,0.3548164561866555,0.047080992110392406,0.11603240309655713,-0.02147463,0.008021389,,Figure S2f,0.3548164561866555,0.047080992110392406,0.11603240309655713,-1.41028851,-1.817351657
Figure S2a,200,166,,Figure S2b,0.881311109,-0.118829291,-0.069489307,-0.013917925,-0.062673395,,FigureS2c,0.881311109,-0.118829291,-0.069489307,-1.230659372,-0.94791207,,FigureS2d,200,166,,Figure S2e,0.3691905512427592,0.040375441,0.10635786816033303,-0.024099811,0.002415518,,Figure S2f,0.3691905512427592,0.040375441,0.10635786816033303,-1.419511854,-1.855563616
Figure S2a,206,206,,Figure S2b,0.921115112,-0.113865318,-0.067884053,-0.014175079,-0.055889831,,FigureS2c,0.921115112,-0.113865318,-0.067884053,-1.183619794,-0.935320753,,FigureS2d,206,206,,Figure S2e,0.38414696035188745,0.034133532,0.096616354,-0.026312694,-0.002938341,,Figure S2f,0.38414696035188745,0.034133532,0.096616354,-1.427883958,-1.895797645
Figure S2a,190,227,,Figure S2b,0.962716844,-0.108258807,-0.066067098,-0.014447599,-0.049120104,,FigureS2c,0.962716844,-0.108258807,-0.066067098,-1.138152892,-0.922579007,,FigureS2d,190,227,,Figure S2e,0.3997092738447727,0.028307574975673884,0.086786156,-0.028122656,-0.008022952,,Figure S2f,0.3997092738447727,0.028307574975673884,0.086786156,-1.435197594,-1.937683485
Figure S2a,166,168,,Figure S2b,1.006197498,-0.102118367,-0.064044304,-0.014757657,-0.042413685,,FigureS2c,1.006197498,-0.102118367,-0.064044304,-1.094692355,-0.909730477,,FigureS2d,166,168,,Figure S2e,0.4159020377283859,0.022867579423243033,0.076886756,-0.029528095,-0.012800723,,Figure S2f,0.4159020377283859,0.022867579423243033,0.076886756,-1.441265051,-1.980862873
Figure S2a,192,202,,Figure S2b,1.051641936,-0.095552925,-0.06183315,-0.015121632,-0.035818122,,FigureS2c,1.051641936,-0.095552925,-0.06183315,-1.053708003,-0.896827299,,FigureS2d,192,202,,Figure S2e,0.43275079240167563,0.017746975945643832,0.066904563,-0.030544555,-0.017260883,,Figure S2f,0.43275079240167563,0.017746975945643832,0.066904563,-1.445912671,-2.024709802
Figure S2a,207,185,,Figure S2b,1.099138851,-0.088686374,-0.059450468,-0.015556228,-0.029373717,,FigureS2c,1.099138851,-0.088686374,-0.059450468,-1.015667486,-0.88391405,,FigureS2d,207,185,,Figure S2e,0.450282113,0.012908864321665865,0.056859536,-0.031170689,-0.021369843,,Figure S2f,0.450282113,0.012908864321665865,0.056859536,-1.44893416,-2.06901741
Figure S2a,233,171,,Figure S2b,1.148780941,-0.081621413,-0.056912936,-0.016075363,-0.023130193,,FigureS2c,1.148780941,-0.081621413,-0.056912936,-0.980830513,-0.870983738,,FigureS2d,233,171,,Figure S2e,0.4685236510099234,0.008329179,0.046794922,-0.031406732,-0.025100283,,Figure S2f,0.4685236510099234,0.008329179,0.046794922,-1.45006762,-2.112953555
Figure S2a,243,180,,Figure S2b,1.200665093,-0.074466293,-0.054223345,-0.016694206,-0.017130225,,FigureS2c,1.200665093,-0.074466293,-0.054223345,-0.949573706,-0.858023551,,FigureS2d,243,180,,Figure S2e,0.48750417848609695,0.003967602,0.036735924638856346,-0.031277074,-0.028443434,,Figure S2f,0.48750417848609695,0.003967602,0.036735924638856346,-1.4491386,-2.156226666
Figure S2a,184,210,,Figure S2b,1.254892569,-0.067323301,-0.051401696,-0.017426374,-0.011414046,,FigureS2c,1.254892569,-0.067323301,-0.051401696,-0.92208224,-0.845053556,,FigureS2d,184,210,,Figure S2e,0.5072536328296704,-0.000205433,0.026731266,-0.030781904,-0.031375168,,Figure S2f,0.5072536328296704,-0.000205433,0.026731266,-1.445962863,-2.198393509
Figure S2a,190,175,,Figure S2b,1.311569203,-0.060288007,-0.048472695,-0.018282679,-0.006021289,,FigureS2c,1.311569203,-0.060288007,-0.048472695,-0.898448544,-0.832012698,,FigureS2d,190,175,,Figure S2e,0.527803164,-0.004199624,0.016842711,-0.029932034,-0.033878628,,Figure S2f,0.527803164,-0.004199624,0.016842711,-1.440319132,-2.238993251
Figure S2a,176,186,,Figure S2b,1.370805611,-0.053433502,-0.045445419,-0.019277323,-0.000985998,,FigureS2c,1.370805611,-0.053433502,-0.045445419,-0.878693298,-0.818863333,,FigureS2d,176,186,,Figure S2e,0.5491851851326247,-0.008018228,0.007143026,-0.028748511,-0.035954797,,Figure S2f,0.5491851851326247,-0.008018228,0.007143026,-1.431979196,-2.277572114
Figure S2a,179,205,,Figure S2b,1.432717403,-0.046839774,-0.042348229,-0.02041888,0.00366167,,FigureS2c,1.432717403,-0.046839774,-0.042348229,-0.862879119,-0.805521535,,FigureS2d,179,205,,Figure S2e,0.571433421,-0.011670311,-0.002311831,-0.027236428,-0.037590161,,Figure S2f,0.571433421,-0.011670311,-0.002311831,-1.42072628,-2.313843329
Figure S2a,169,199,,Figure S2b,1.497425412,-0.040565744,-0.039200918,-0.02171873,0.007887264,,FigureS2c,1.497425412,-0.040565744,-0.039200918,-0.850948504,-0.791855461,,FigureS2d,169,199,,Figure S2e,0.5945829621498846,-0.015148662,-0.011443948,-0.025405195,-0.038778632,,Figure S2f,0.5945829621498846,-0.015148662,-0.011443948,-1.406364085,-2.347442261
Figure S2a,197,192,,Figure S2b,1.565055928,-0.03465868,-0.036022391,-0.023183114,0.011669407,,FigureS2c,1.565055928,-0.03465868,-0.036022391,-0.842781658,-0.777742062,,FigureS2d,197,192,,Figure S2e,0.6186703230026914,-0.01843153,-0.020172996,-0.023277587,-0.039532774,,Figure S2f,0.6186703230026914,-0.01843153,-0.020172996,-1.388678641,-2.378122313
Figure S2a,170,187,,Figure S2b,1.635740945,-0.029154298,-0.032836503,-0.02481871,0.014984901,,FigureS2c,1.635740945,-0.029154298,-0.032836503,-0.838075551,-0.763027901,,FigureS2d,170,187,,Figure S2e,0.6437334954575588,-0.021496788,-0.028424508,-0.02086724,-0.03986118,,Figure S2f,0.6437334954575588,-0.021496788,-0.028424508,-1.367481274,-2.405600121
Figure S2a,187,159,,Figure S2b,1.709618417,-0.024069647,-0.029659816,-0.026636091,0.017814039,,FigureS2c,1.709618417,-0.024069647,-0.029659816,-0.836709619,-0.747515755,,FigureS2d,187,159,,Figure S2e,0.6698120109637198,-0.024324217,-0.036127986,-0.018187028,-0.039771703,,Figure S2f,0.6698120109637198,-0.024324217,-0.036127986,-1.342517787,-2.429809783
Figure S2a,181,199,,Figure S2b,1.786832531,-0.019424253,-0.026527085,-0.028639984,0.020140238,,FigureS2c,1.786832531,-0.019424253,-0.026527085,-0.838142508,-0.731019717,,FigureS2d,181,199,,Figure S2e,0.6969470024429404,-0.026884088,-0.043219189,-0.015247655,-0.039283917,,Figure S2f,0.6969470024429404,-0.026884088,-0.043219189,-1.313618466,-2.450537197
Figure S2a,148,161,,Figure S2b,1.867533984,-0.015215194,-0.023450566,-0.03084073,0.021952414,,FigureS2c,1.867533984,-0.015215194,-0.023450566,-0.842182114,-0.713341312,,FigureS2d,148,161,,Figure S2e,0.7251812691673429,-0.029149558,-0.049628949,-0.012075746,-0.038422635,,Figure S2f,0.7251812691673429,-0.029149558,-0.049628949,-1.280559373,-2.46770548
Figure S2a,176,157,,Figure S2b,1.95188028,-0.011432638,-0.020459702,-0.033244801,0.02324008,,FigureS2c,1.95188028,-0.011432638,-0.020459702,-0.848400434,-0.694227427,,FigureS2d,176,157,,Figure S2e,0.7545593442655105,-0.031090765,-0.055307866,-0.008673454,-0.037213725,,Figure S2f,0.7545593442655105,-0.031090765,-0.055307866,-1.243190005,-2.48139918
Figure S2a,155,175,,Figure S2b,2.040036037,-0.008060242,-0.017583334,-0.03586209,0.023999563,,FigureS2c,2.040036037,-0.008060242,-0.017583334,-0.856392594,-0.673410828,,FigureS2d,155,175,,Figure S2e,0.7851275649633632,-0.032688654,-0.060214926,-0.005067468,-0.035685355,,Figure S2f,0.7851275649633632,-0.032688654,-0.060214926,-1.201287811,-2.49169316
Figure S2a,125,213,,Figure S2b,2.132173308,-0.005074705,-0.014830448,-0.038695998,0.024231835,,FigureS2c,2.132173308,-0.005074705,-0.014830448,-0.86575116,-0.650611451,,FigureS2d,125,213,,Figure S2e,0.816934146,-0.033921715,-0.064320817,-0.001265407,-0.033867472,,Figure S2f,0.816934146,-0.033921715,-0.064320817,-1.154782453,-2.498740894
Figure S2a,139,185,,Figure S2b,2.228471915,-0.002437289,-0.012226234,-0.041761165,0.023924487,,FigureS2c,2.228471915,-0.002437289,-0.012226234,-0.87600775,-0.625610229,,FigureS2d,139,185,,Figure S2e,0.8500292540278694,-0.034776168,-0.067600314,0.002716105,-0.031797258,,Figure S2f,0.8500292540278694,-0.034776168,-0.067600314,-1.1034698,-2.502643632
Figure S2a,137,203,,Figure S2b,2.329119803,-0.000128405,-0.009790994,-0.045057464,0.02308934,,FigureS2c,2.329119803,-0.000128405,-0.009790994,-0.886696658,-0.598103437,,FigureS2d,137,203,,Figure S2e,0.8844650900349734,-0.035237013,-0.070038128,0.006869608,-0.029503416,,Figure S2f,0.8844650900349734,-0.035237013,-0.070038128,-1.047305607,-2.503712143
Figure S2a,158,184,,Figure S2b,2.434313406,0.001886373,-0.007547178,-0.048580554,0.021741572,,FigureS2c,2.434313406,0.001886373,-0.007547178,-0.897379464,-0.567859352,,FigureS2d,158,184,,Figure S2e,0.9202959683843133,-0.035315352,-0.071649026,0.011174854573007164,-0.02702893,,Figure S2f,0.9202959683843133,-0.035315352,-0.071649026,-0.986159053,-2.502076841
Figure S2a,149,178,,Figure S2b,2.544258029,0.003642562,-0.005499582,-0.052353519,0.019880182,,FigureS2c,2.544258029,0.003642562,-0.005499582,-0.907574315,-0.534613334,,FigureS2d,149,178,,Figure S2e,0.9575784041300389,-0.035009996,-0.072436428,0.015620674890545343,-0.024415469,,Figure S2f,0.9575784041300389,-0.035009996,-0.072436428,-0.919998253,-2.498074428
Figure S2a,175,184,,Figure S2b,2.659168249,0.005173406,-0.003660813,-0.056384675,0.01751487,,FigureS2c,2.659168249,0.005173406,-0.003660813,-0.91700079,-0.498125875,,FigureS2d,175,184,,Figure S2e,0.996371202,-0.034332681,-0.072426479,0.020201195758846713,-0.021689629,,Figure S2f,0.996371202,-0.034332681,-0.072426479,-0.84881544,-2.492100989
Figure S2a,146,185,,Figure S2b,2.779268335,0.006505102,-0.002042974,-0.060664499,0.014668976,,FigureS2c,2.779268335,0.006505102,-0.002042974,-0.925231012,-0.458190635,,FigureS2d,146,185,,Figure S2e,1.0367355482848668,-0.033307474,-0.071663704,0.024913390421008003,-0.018875653,,Figure S2f,1.0367355482848668,-0.033307474,-0.071663704,-0.772616795,-2.484476816
Figure S2a,185,152,,Figure S2b,2.904792686,0.00766346,-0.000649575,-0.065193309,0.011366907,,FigureS2c,2.904792686,0.00766346,-0.000649575,-0.931941953,-0.41460803,,FigureS2d,185,152,,Figure S2e,1.0787351090697503,-0.031970662,-0.070197015,0.029742458028134404,-0.016015285,,Figure S2f,1.0787351090697503,-0.031970662,-0.070197015,-0.691462313,-2.47559468
Figure S2a,153,143,,Figure S2b,3.035986284,0.008668542,0.000518081,-0.069979057,0.007624916,,FigureS2c,3.035986284,0.008668542,0.000518081,-0.936800508,-0.367232911,,FigureS2d,153,143,,Figure S2e,1.1224361289287836,-0.030348905,-0.068076268,0.034682711,-0.013137361,,Figure S2f,1.1224361289287836,-0.030348905,-0.068076268,-0.605471998,-2.465898486
Figure S2a,155,171,,Figure S2b,3.17310518,0.00953749,0.001461767,-0.07501857,0.003460296,,FigureS2c,3.17310518,0.00953749,0.001461767,-0.939590728,-0.315934991,,FigureS2d,155,171,,Figure S2e,1.1679075362728102,-0.0284904,-0.065373802,0.039725393305060475,-0.010273576,,Figure S2f,1.1679075362728102,-0.0284904,-0.065373802,-0.514800868,-2.455651325
Figure S2a,176,147,,Figure S2b,3.316416987,0.010281494,0.002186402,-0.080307172,-0.001098634,,FigureS2c,3.316416987,0.010281494,0.002186402,-0.940083526,-0.260674566,,FigureS2d,176,147,,Figure S2e,1.2152210518959239,-0.026434519,-0.062164206,0.044859738,-0.007445852,,Figure S2f,1.2152210518959239,-0.026434519,-0.062164206,-0.419680604,-2.445277303
Figure S2a,169,149,,Figure S2b,3.466201404,0.010911859,0.002703691,-0.08584259,-0.006020298,,FigureS2c,3.466201404,0.010911859,0.002703691,-0.938167972,-0.201410087,,FigureS2d,169,149,,Figure S2e,1.2644513020986967,-0.024232139,-0.05852141,0.050085323,-0.00467059,,Figure S2f,1.2644513020986967,-0.024232139,-0.05852141,-0.320299272,-2.435149113
